time,xd,yd,zd,xdot,ydot,zdot,xddot,yddot,zddot,phase
0.0,0.000182410419023593,0.0,-0.00022801302267627592,-0.0007271167121928234,0.0,1.0009088958810008,-0.0005005893943714388,0.0,0.0006257367636629763,1.0
0.01,0.00017539339476089775,0.0,0.009780758257582777,-0.0007247790547654782,0.0,1.0009059738094381,-0.0004506444007324982,0.0,0.0005633055215678538,1.0
0.02,0.000168459645068474,0.0,0.019789425444630512,-0.0007222382281496381,0.0,1.0009027977763887,-0.0004009181617804248,0.0,0.0005011477228304069,1.0
0.03,0.00016160912663635397,0.0,0.02979798859260438,-0.0007194942323453031,0.0,1.0008993677818523,-0.0003514106775152186,0.0,0.00043926336745063574,1.0
0.04,0.00015484179615456972,0.0,0.03980644775564183,-0.0007165470673524733,0.0,1.0008956838258292,-0.00030212194793687963,0.0,0.0003776524554285402,1.0
0.05,0.0001481576103131535,0.0,0.04981480298788032,-0.0007133967331711485,0.0,1.000891745908319,-0.0002530519730454079,0.0,0.0003163149867641203,1.0
0.06,0.00014155652580213744,0.0,0.05982305434345728,-0.0007100432298013287,0.0,1.0008875540293223,-0.00020420075284080335,0.0,0.000255250961457376,1.0
0.07,0.00013503849931155372,0.0,0.06983120187651018,-0.0007064865572430141,0.0,1.0008831081888387,-0.00015556828732306603,0.0,0.0001944603795083073,1.0
0.08,0.00012860348753143452,0.0,0.07983924564117649,-0.0007027267154962046,0.0,1.0008784083868683,-0.00010715457649219592,0.0,0.00013394324091691432,1.0
0.09,0.000122251447151812,0.0,0.08984718569159361,-0.0006987637045609001,0.0,1.000873454623411,-5.895962034819304e-05,0.0,7.369954568319697e-05,1.0
0.1,0.0001159823348627183,0.0,0.09985502208189904,-0.0006945975244371007,0.0,1.0008682468984669,-1.0983418891057366e-05,0.0,1.372929380715523e-05,1.0
0.11,0.00010979610735418562,0.0,0.1098627548662302,-0.0006902281751248063,0.0,1.000862785212036,3.6774027879211144e-05,0.0,-4.5967514711210884e-05,1.0
0.12,0.00010369272131624612,0.0,0.11987038409872455,-0.0006856556566240172,0.0,1.0008570695641181,8.431271996261233e-05,0.0,-0.00010539087987190138,1.0
0.13,9.767213343893196e-05,0.0,0.12987790983351954,-0.000680879968934733,0.0,1.0008510999547136,0.0001316326573591463,0.0,-0.00016454080167491614,1.0
0.14,9.173430041227532e-05,0.0,0.13988533212475263,-0.0006759011120569539,0.0,1.000844876383822,0.00017873384006881316,0.0,-0.00022341728012025529,1.0
0.15,8.587917892630835e-05,0.0,0.14989265102656127,-0.0006707190859906799,0.0,1.0008383988514438,0.0002256162680916128,0.0,-0.0002820203152079189,1.0
0.16,8.010672567106325e-05,0.0,0.1598998665930829,-0.0006653338907359111,0.0,1.0008316673575788,0.00027227994142754513,0.0,-0.0003403499069379068,1.0
0.17,7.441689733657214e-05,0.0,0.169906978878455,-0.0006597455262926473,0.0,1.0008246819022268,0.00031872486007661024,0.0,-0.000398406055310219,1.0
0.18,6.880965061286722e-05,0.0,0.17991398793681496,-0.0006539539926608885,0.0,1.0008174424853882,0.00036495102403880824,0.0,-0.00045618876032485565,1.0
0.19,6.328494218998067e-05,0.0,0.1899208938223003,-0.0006479592898406348,0.0,1.0008099491070626,0.000410958433314139,0.0,-0.0005136980219818168,1.0
0.2,5.784272875794462e-05,0.0,0.1999276965890484,-0.0006417614178318863,0.0,1.0008022017672502,0.0004567470879026026,0.0,-0.000570933840281102,1.0
0.21,5.248296700679128e-05,0.0,0.20993439629119676,-0.0006353603766346428,0.0,1.000794200465951,0.0005023169878041989,0.0,-0.0006278962152227117,1.0
0.22,4.720561362655279e-05,0.0,0.21994099298288283,-0.0006287561662489045,0.0,1.0007859452031649,0.000547668133018928,0.0,-0.0006845851468066459,1.0
0.23,4.2010625307261306e-05,0.0,0.22994748671824408,-0.0006219487866746711,0.0,1.000777435978892,0.0005928005235467898,0.0,-0.0007410006350329041,1.0
0.24,3.6897958738949026e-05,0.0,0.2399538775514179,-0.0006149382379119428,0.0,1.0007686727931322,0.0006377141593877846,0.0,-0.000797142679901487,1.0
0.25,3.1867570611648086e-05,0.0,0.24996016553654182,-0.0006077245199607197,0.0,1.0007596556458858,0.000682409040541912,0.0,-0.0008530112814123942,1.0
0.26,2.6919417615390678e-05,0.0,0.2599663507277532,-0.0006003076328210016,0.0,1.0007503845371524,0.0007268851670091721,0.0,-0.0009086064395656257,1.0
0.27,2.2053456440208994e-05,0.0,0.26997243317918956,-0.0005926875764927887,0.0,1.0007408594669323,0.0007711425387895653,0.0,-0.0009639281543611815,1.0
0.28,1.7269643776135143e-05,0.0,0.2799784129449883,-0.0005848643509760807,0.0,1.0007310804352252,0.000815181155883091,0.0,-0.0010189764257990618,1.0
0.29,1.2567936313201346e-05,0.0,0.28998429007928694,-0.0005768379562708779,0.0,1.0007210474420314,0.0008590010182897496,0.0,-0.0010737512538792665,1.0
0.3,7.948290741439712e-06,0.0,0.29999006463622285,-0.0005686083923771802,0.0,1.0007107604873506,0.0009026021260095409,0.0,-0.0011282526386017953,1.0
0.31,3.4106637508824866e-06,0.0,0.3099957366699335,-0.0005601756592949875,0.0,1.0007002195711832,0.0009459844790424652,0.0,-0.0011824805799666486,1.0
0.32,-1.044987968438246e-06,0.0,0.32000130623455647,-0.0005515397570243,0.0,1.000689424693529,0.000989148077388522,0.0,-0.0012364350779738263,1.0
0.33,-5.4187077264902675e-06,0.0,0.330006773384229,-0.0005427006855651174,0.0,1.0006783758543878,0.0010320929210477117,0.0,-0.0012901161326233286,1.0
0.34,-9.710538833241413e-06,0.0,0.34001213817308873,-0.00053365844491744,0.0,1.0006670730537597,0.0010748190100200344,0.0,-0.0013435237439151549,1.0
0.35000000000000003,-1.3920524598659518e-05,0.0,0.3500174006552729,-0.0005244130350812677,0.0,1.0006555162916448,0.0011173263443054896,0.0,-0.0013966579118493056,1.0
0.36,-1.8048708332712418e-05,0.0,0.3600225608849192,-0.0005149644560566004,0.0,1.0006437055680433,0.0011596149239040776,0.0,-0.001449518636425781,1.0
0.37,-2.209513334536795e-05,0.0,0.370027618916165,-0.0005053127078434383,0.0,1.0006316408829548,0.0012016847488157984,0.0,-0.0015021059176445807,1.0
0.38,-2.605984294659397e-05,0.0,0.3800325748031476,-0.0004954577904417812,0.0,1.0006193222363795,0.0012435358190406522,0.0,-0.001554419755505704,1.0
0.39,-2.994288044635827e-05,0.0,0.3900374286000046,-0.0004853997038516292,0.0,1.0006067496283175,0.0012851681345786385,0.0,-0.0016064601500091523,1.0
0.4,-3.374428915462865e-05,0.0,0.40004218036087347,-0.0004751384480729823,0.0,1.0005939230587686,0.0013265816954297577,0.0,-0.0016582271011549251,1.0
0.41000000000000003,-3.7464112381373026e-05,0.0,0.41004683013989157,-0.0004646740231058405,0.0,1.0005808425277327,0.0013677765015940098,0.0,-0.0017097206089430224,1.0
0.42,-4.1102393436559184e-05,0.0,0.42005137799119635,-0.0004540064289502037,0.0,1.00056750803521,0.0014087525530713945,0.0,-0.0017609406733734433,1.0
0.43,-4.465917563015496e-05,0.0,0.43005582396892544,-0.00044313566560607204,0.0,1.0005539195812008,0.001449509849861912,0.0,-0.001811887294446189,1.0
